ID,Movie Name,Rating,Genre,Votes
1062,My Night at Maud's,7.8,"Comedy, Drama, Romance",13837
1063,Destiny,7.8,Drama,15058
1064,Germany Year Zero,7.8,"Drama, History, War",13054
1065,L'Atalante,7.8,"Comedy, Drama, Romance",16793
1066,I Vitelloni,7.8,"Comedy, Drama",19226
1067,Ashes and Diamonds,7.8,"Drama, Romance, War",12760
1068,Kai Po Che,7.8,"Drama, Sport",37872
1069,Hindi Medium,7.8,"Comedy, Drama",30610
1070,Pandora's Box,7.8,"Crime, Drama, Romance",11330
1071,The Death of Mr. Lazarescu,7.8,"Comedy, Drama",15475
1072,Burnt by the Sun,7.8,"Drama, War",15887
1073,Diary of a Country Priest,7.8,Drama,12120
1074,Seven Chances,7.8,"Comedy, Romance",11086
1075,Bang Bang You're Dead,7.8,"Crime, Drama, Thriller",12973
1076,Good Morning,7.8,"Comedy, Drama, Family",10169
1077,Our Hospitality,7.8,"Comedy, Romance, Thriller",11931
1078,Fury,7.8,"Crime, Drama, Film-Noir",13184
1079,Lakshya,7.8,"Action, Drama, Romance",24273
1080,Le Corbeau,7.8,"Crime, Drama, Mystery",10497
1081,English Vinglish,7.8,"Comedy, Drama, Family",37613
1082,For Love and Honour,7.8,"Action, Crime, Drama",23176
1083,Son of the Bride,7.8,"Comedy, Drama",16103
1084,Vicky Donor,7.8,"Comedy, Romance",44357
1085,Secret Superstar,7.8,"Drama, Music",27827
1086,Let's Sin,7.8,"Action, Crime, Drama",13498
1087,Joji,7.8,"Crime, Drama",10293
1088,The Island,7.8,Drama,12204
1089,Goodachari,7.8,"Action, Thriller",11096
1090,The Road Home,7.8,"Drama, Romance",13613
1091,Nayak: The Real Hero,7.8,"Action, Drama, Thriller",17116
1092,Lovelorn,7.8,Drama,10237
1093,Gangaajal,7.8,"Action, Crime, Drama",17701
1094,Nerkonda Paarvai,7.8,"Action, Crime, Drama",10402
1095,Avatar: The Way of Water,7.7,"Action, Adventure, Fantasy",404146
1096,The Whale,7.7,Drama,153480
1097,Blazing Saddles,7.7,"Comedy, Western",145131
1098,The Banshees of Inisherin,7.7,"Comedy, Drama",212047
1099,The Goonies,7.7,"Adventure, Comedy, Family",285569
1100,Aftersun,7.7,Drama,64894
1101,Kingsman: The Secret Service,7.7,"Action, Adventure, Comedy",688162
1102,Happiness,7.7,"Comedy, Drama",72258
1103,Harry Potter and the Goblet of Fire,7.7,"Adventure, Family, Fantasy",648381
1104,Mission: Impossible - Fallout,7.7,"Action, Adventure, Thriller",345913
1105,The Hangover,7.7,Comedy,809508
1106,Deliverance,7.7,"Adventure, Drama, Thriller",114550
1107,Black Hawk Down,7.7,"Action, Drama, History",408105
1108,Harry Potter and the Deathly Hallows: Part 1,7.7,"Adventure, Family, Fantasy",569161
1109,Ex Machina,7.7,"Drama, Sci-Fi, Thriller",562999
1110,Blue Is the Warmest Colour,7.7,"Drama, Romance",157468
1111,Wind River,7.7,"Crime, Drama, Mystery",263430
1112,Zodiac,7.7,"Crime, Drama, Mystery",563037
1113,3:10 to Yuma,7.7,"Action, Crime, Drama",320936
1114,Detachment,7.7,Drama,92081
1115,Home Alone,7.7,"Comedy, Family",605323
1116,A Few Good Men,7.7,"Drama, Thriller",273863
1117,Tangled,7.7,"Animation, Adventure, Comedy",470513
1118,Ocean's Eleven,7.7,"Crime, Thriller",592655
1119,The Longest Day,7.7,"Action, Drama, History",57565
1120,Airplane!,7.7,Comedy,249157
1121,Primal Fear,7.7,"Crime, Drama, Mystery",232939
1122,500 Days of Summer,7.7,"Comedy, Drama, Romance",531749
1123,Training Day,7.7,"Action, Crime, Drama",451168
1124,The Lego Movie,7.7,"Animation, Action, Adventure",370777
1125,The Game,7.7,"Drama, Mystery, Thriller",410120
1126,Silver Linings Playbook,7.7,"Comedy, Drama, Romance",722350
1127,Mr. Nobody,7.7,"Drama, Fantasy, Romance",239328
1128,Brokeback Mountain,7.7,"Drama, Romance",368229
1129,Blue Velvet,7.7,"Crime, Drama, Mystery",206606
1130,The Quiet Girl,7.7,Drama,14087
1131,Man on Fire,7.7,"Action, Crime, Drama",372580
1132,What's Eating Gilbert Grape,7.7,Drama,244582
1133,And Your Mother Too,7.7,Drama,125831
1134,Coraline,7.7,"Animation, Drama, Family",243779
1135,Evil Dead II,7.7,"Comedy, Horror",173907
1136,X-Men: First Class,7.7,"Action, Sci-Fi",705749
1137,Birdman or (The Unexpected Virtue of Ignorance),7.7,"Comedy, Drama",646396
1138,Lost in Translation,7.7,"Comedy, Drama",467977
1139,Toy Story 4,7.7,"Animation, Adventure, Comedy",263054
1140,The Last of the Mohicans,7.7,"Action, Adventure, Drama",177981
1141,Argo,7.7,"Biography, Drama, Thriller",625584
1142,The Count of Monte Cristo,7.7,"Action, Adventure, Drama",142925
1143,Halloween,7.7,"Horror, Thriller",289216
1144,Another Round,7.7,Drama,174927
1145,The Color Purple,7.7,Drama,90854
1146,Fried Green Tomatoes,7.7,Drama,78129
1147,The Machinist,7.7,"Drama, Thriller",401669
1148,The French Connection,7.7,"Action, Crime, Drama",127937
1149,The Trial of the Chicago 7,7.7,"Drama, History, Thriller",184529
1150,Road to Perdition,7.7,"Crime, Drama, Thriller",276296
1151,Midnight in Paris,7.7,"Comedy, Fantasy, Romance",435425
1152,Crash,7.7,"Crime, Drama, Thriller",442697
1153,First Blood,7.7,"Action, Adventure, Thriller",262814
1154,The Magnificent Seven,7.7,"Action, Adventure, Drama",98454
1155,"O Brother, Where Art Thou?",7.7,"Adventure, Comedy, Crime",320396
1156,Apollo 13,7.7,"Adventure, Drama, History",303919
1157,As Good as It Gets,7.7,"Comedy, Drama, Romance",307951
1158,The Boondock Saints,7.7,"Action, Thriller",243671
1159,When Harry Met Sally...,7.7,"Comedy, Drama, Romance",228889
1160,The Fault in Our Stars,7.7,"Drama, Romance",387864
1161,Who Framed Roger Rabbit,7.7,"Animation, Adventure, Comedy",208334
1162,The Bourne Supremacy,7.7,"Action, Mystery, Thriller",474148
1163,Wreck-It Ralph,7.7,"Animation, Adventure, Comedy",438121
1164,A Man Called Ove,7.7,"Comedy, Drama, Romance",63625
1165,The Boy in the Striped Pajamas,7.7,"Drama, War",230562
1166,The Dirty Dozen,7.7,"Action, Adventure, War",76268
1167,Serpico,7.7,"Biography, Crime, Drama",128424
1168,Gravity,7.7,"Drama, Sci-Fi, Thriller",841554
1169,Sense and Sensibility,7.7,"Drama, Romance",120366
1170,Philadelphia,7.7,Drama,249172
1171,Empire of the Sun,7.7,"Drama, War",130279
1172,The Women,7.7,"Comedy, Drama",14424
1173,Sound of Metal,7.7,"Drama, Music",137475
1174,This Is England,7.7,"Crime, Drama",125185
1175,Glengarry Glen Ross,7.7,"Crime, Drama, Mystery",110537
1176,Donnie Brasco,7.7,"Biography, Crime, Drama",317412
1177,Naked,7.7,"Comedy, Drama",41616
1178,Star Trek Into Darkness,7.7,"Action, Adventure, Sci-Fi",489710
1179,Ordinary People,7.7,Drama,54532
1180,Dirty Harry,7.7,"Action, Crime, Thriller",162076
1181,The Theory of Everything,7.7,"Biography, Drama, Romance",464435
1182,Adaptation.,7.7,"Comedy, Drama",197370
1183,Kung Fu Hustle,7.7,"Action, Comedy, Fantasy",144839
1184,Star Trek II: The Wrath of Khan,7.7,"Action, Adventure, Sci-Fi",125420
1185,Marcel the Shell with Shoes On,7.7,"Animation, Comedy, Drama",19094
1186,Being John Malkovich,7.7,"Comedy, Drama, Fantasy",344365
1187,Clerks,7.7,Comedy,227508
1188,Chor Nikal Ke Bhaga,7.7,"Crime, Drama, Thriller",49059
1189,Goldfinger,7.7,"Action, Adventure, Thriller",195984
1190,Billy Elliot,7.7,"Drama, Music",138623
1191,"South Park: Bigger, Longer & Uncut",7.7,"Animation, Comedy, Fantasy",209952
1192,Bonnie and Clyde,7.7,"Action, Biography, Crime",116722
1193,The Great Beauty,7.7,Drama,94156
1194,Roma,7.7,Drama,163933
1195,Maurice,7.7,"Drama, Romance",21592
1196,Flipped,7.7,"Comedy, Drama, Romance",93669
1197,Belle de Jour,7.7,"Drama, Romance",46668
1198,Lucky Number Slevin,7.7,"Crime, Drama, Thriller",319293
1199,Malcolm X,7.7,"Biography, Drama, History",98349
1200,The Wind Rises,7.7,"Animation, Biography, Drama",90725
1201,The Verdict,7.7,Drama,43116
1202,Ray,7.7,"Biography, Drama, Music",152249
1203,The Name of the Rose,7.7,"Drama, Mystery, Thriller",112048
1204,Breathless,7.7,"Crime, Drama",84816
1205,Fantastic Planet,7.7,"Animation, Sci-Fi",34052
1206,My Dinner with Andre,7.7,"Comedy, Drama",23529
1207,Paprika,7.7,"Animation, Drama, Fantasy",88023
1208,Ponniyin Selvan: Part I,7.7,"Action, Adventure, Drama",33991
1209,Finding Neverland,7.7,"Biography, Drama, Family",209101
1210,Fantasia,7.7,"Animation, Family, Fantasy",99987
1211,Badlands,7.7,"Action, Crime, Drama",75440
1212,The Joy Luck Club,7.7,Drama,17634
1213,Happy Together,7.7,"Drama, Romance",31772
1214,Run Lola Run,7.7,"Action, Crime, Thriller",202528
1215,The Last Emperor,7.7,"Biography, Drama, History",107434
1216,The African Queen,7.7,"Adventure, Drama, Romance",81388
1217,Me and Earl and the Dying Girl,7.7,"Comedy, Drama, Romance",134832
1218,Sorcerer,7.7,"Adventure, Drama, Thriller",23436
1219,The Man from Nowhere,7.7,"Action, Crime, Drama",72100
1220,Kubo and the Two Strings,7.7,"Animation, Action, Adventure",133925
1221,Black Book,7.7,"Drama, Thriller, War",78563
1222,The Quiet Man,7.7,"Comedy, Drama, Romance",40559
1223,Miller's Crossing,7.7,"Crime, Drama, Thriller",138406
1224,Hamlet,7.7,Drama,39024
1225,1900,7.7,"Drama, History",26364
1226,Breaking Away,7.7,"Comedy, Drama, Sport",24554
1227,Zulu,7.7,"Drama, History, War",40987
1228,Porco Rosso,7.7,"Animation, Adventure, Comedy",94489
1229,Invasion of the Body Snatchers,7.7,"Drama, Horror, Sci-Fi",52292
1230,The Music Man,7.7,"Comedy, Family, Musical",18391
1231,Marty,7.7,"Drama, Romance",25621
1232,The Vanishing,7.7,"Mystery, Thriller",41038
1233,Open Your Eyes,7.7,"Drama, Mystery, Sci-Fi",71221
1234,Waking Life,7.7,"Animation, Drama, Fantasy",65627
1235,Short Cuts,7.7,"Comedy, Drama",46192
1236,Nebraska,7.7,Drama,120401
1237,Beasts of No Nation,7.7,"Drama, War",84129
1238,The Little Prince,7.7,"Animation, Adventure, Drama",64326
1239,"What's Up, Doc?",7.7,"Comedy, Romance",25237
1240,When Marnie Was There,7.7,"Animation, Drama, Family",43816
1241,Never Look Away,7.7,"Biography, Drama, Romance",23473
1242,Night on Earth,7.7,"Comedy, Drama",63031
1243,Splendor in the Grass,7.7,"Drama, Romance",21852
1244,The Double Life of Véronique,7.7,"Drama, Fantasy, Music",50867
1245,The Caine Mutiny,7.7,"Drama, War",28767
1246,Hedwig and the Angry Inch,7.7,"Comedy, Drama, Music",36557
1247,A Place in the Sun,7.7,"Drama, Romance",23680
1248,Cape Fear,7.7,"Drama, Thriller",30431
1249,Scarface,7.7,"Action, Crime, Drama",29148
1250,A Man for All Seasons,7.7,"Biography, Drama, History",35944
1251,Good Bye Lenin!,7.7,"Comedy, Drama, Romance",149376
1252,How Green Was My Valley,7.7,"Drama, Family",25379
1253,Perfect Strangers,7.7,"Comedy, Drama",68213
1254,Hard Boiled,7.7,"Action, Crime, Thriller",52212
1255,The Magdalene Sisters,7.7,Drama,27812
1256,The Broken Circle Breakdown,7.7,"Drama, Music, Romance",42073
1257,Purple Noon,7.7,"Crime, Drama, Thriller",17809
1258,The Motorcycle Diaries,7.7,"Adventure, Biography, Drama",103048
1259,Confessions,7.7,"Drama, Thriller",40606
1260,3 Women,7.7,"Drama, Mystery, Thriller",16492
1261,The Triplets of Belleville,7.7,"Animation, Adventure, Comedy",55789
1262,Wait Until Dark,7.7,Thriller,32146
1263,Frost/Nixon,7.7,"Biography, Drama, History",110292
1264,Key Largo,7.7,"Action, Crime, Drama",42623
1265,Black Narcissus,7.7,Drama,26234
1266,Evil,7.7,Drama,40155
1267,Down by Law,7.7,"Comedy, Crime, Drama",53377
1268,My Darling Clementine,7.7,"Drama, Romance, Western",24677
1269,The Lady Vanishes,7.7,"Mystery, Thriller",54864
1270,The Salesman,7.7,"Drama, Thriller",62537
1271,Bad Day at Black Rock,7.7,"Crime, Drama, Mystery",23106
1272,Two Women,7.7,"Drama, War",11817
1273,The Castle,7.7,"Comedy, Drama",16851
1274,Taste of Cherry,7.7,Drama,33445
1275,Sergeant York,7.7,"Biography, Drama, History",19141
1276,The Experiment,7.7,"Drama, Thriller",95021
1277,When the Wind Blows,7.7,"Animation, Drama, War",11793
1278,The Killers,7.7,"Crime, Drama, Film-Noir",22660
1279,The Pawnbroker,7.7,Drama,10110
1280,The Turin Horse,7.7,Drama,18534
1281,Dreams,7.7,"Drama, Fantasy",27656
1282,Corpus Christi,7.7,Drama,20323
1283,Rockstar,7.7,"Drama, Music, Romance",46433
1284,Hell,7.7,"Action, Comedy, Crime",11335
1285,Jules and Jim,7.7,"Drama, Romance",43089
1286,Joint Security Area,7.7,"Action, Drama, Thriller",32256
1287,The Girl Who Leapt Through Time,7.7,"Animation, Adventure, Comedy",68489
1288,The Cure,7.7,"Adventure, Drama",10287
1289,Missing,7.7,"Biography, Drama, History",22308
1290,The Breadwinner,7.7,"Animation, Drama, Family",27098
1291,Vagabond,7.7,Drama,12479
1292,Mind Game,7.7,"Animation, Adventure, Comedy",10112
1293,Elmer Gantry,7.7,Drama,12220
1294,Adam's Apples,7.7,"Comedy, Crime, Drama",52517
1295,After the Wedding,7.7,Drama,35779
1296,In America,7.7,Drama,43730
1297,The Gunfighter,7.7,Western,11919
1298,The Great Silence,7.7,Western,17142
1299,A Thursday,7.7,"Drama, Thriller",24430
1300,The Bear,7.7,"Adventure, Drama, Family",18532
1301,L'Eclisse,7.7,"Drama, Romance",21073
1302,Dragon Ball Super: Broly,7.7,"Animation, Action, Adventure",29552
1303,Love and Death,7.7,"Comedy, War",39667
1304,The Young Girls of Rochefort,7.7,"Comedy, Drama, Musical",11045
1305,Holiday,7.7,"Comedy, Romance",17244
1306,The Marriage of Maria Braun,7.7,Drama,14353
1307,Shiddat,7.7,Romance,22855
1308,The Unknown Soldier,7.7,"Drama, War",12055
1309,The Gospel According to St. Matthew,7.7,"Biography, Drama, History",13169
1310,The Lady Eve,7.7,"Comedy, Romance",22537
1311,Twelve O'Clock High,7.7,"Drama, War",15293
1312,Top Hat,7.7,"Comedy, Musical, Romance",19976
1313,Fireworks,7.7,"Crime, Drama, Romance",31798
1314,The Awful Truth,7.7,"Comedy, Romance",20539
1315,Last Year at Marienbad,7.7,"Drama, Mystery",23833
1316,The Purple Rose of Cairo,7.7,"Comedy, Fantasy, Romance",53160
1317,Ball of Fire,7.7,"Comedy, Romance",13379
1318,Joyeux Noel,7.7,"Drama, History, Music",30802
1319,The Muppet Christmas Carol,7.7,"Comedy, Drama, Family",64226
1320,Nightmare Alley,7.7,"Drama, Film-Noir",12790
1321,Scarlet Street,7.7,"Crime, Drama, Film-Noir",17943
1322,Eega,7.7,"Action, Comedy, Drama",25991
1323,Berserk: The Golden Age Arc II - The Battle for Doldrey,7.7,"Animation, Action, Adventure",11302
1324,The Past,7.7,"Drama, Mystery",49901
1325,The Blue Angel,7.7,"Drama, Music",15745
1326,Captain Blood,7.7,"Action, Adventure, History",15138
1327,Always,7.7,"Action, Drama, Romance",10581
1328,Mon Oncle,7.7,Comedy,23261
1329,Intolerance,7.7,"Drama, History",16187
1330,Zelig,7.7,Comedy,43092
1331,Water,7.7,Drama,15146
1332,Mephisto,7.7,Drama,11172
1333,Stroszek,7.7,"Comedy, Drama",14729
1334,Kapoor & Sons,7.7,"Comedy, Drama, Family",27352
1335,Waterloo Bridge,7.7,"Drama, Romance, War",10519
1336,Kikujiro,7.7,"Drama, Comedy",21373
1337,The Official Story,7.7,"Drama, History",10312
1338,The Barber of Siberia,7.7,"Comedy, Drama, History",12446
1339,Udta Punjab,7.7,"Action, Crime, Drama",31445
1340,The Snitch,7.7,"Crime, Thriller",11410
1341,The Second Mother,7.7,"Comedy, Drama",15904
1342,Raazi,7.7,"Action, Drama, Thriller",32361
1343,Nanban,7.7,"Comedy, Drama",16014
1344,The Edge of Heaven,7.7,Drama,32780
1345,Magadheera,7.7,"Action, Drama, Fantasy",23933
1346,Mouchette,7.7,Drama,12340
1347,Dear Frankie,7.7,"Drama, Romance",22167
1348,Smiles of a Summer Night,7.7,"Comedy, Romance",14206
1349,Shall We Dance?,7.7,"Comedy, Drama, Music",11376
1350,The Enigma of Kaspar Hauser,7.7,"Biography, Drama, History",18259
1351,City of Life and Death,7.7,"Drama, History, War",11379
1352,Blind Chance,7.7,"Drama, Romance",10544
1353,In July,7.7,"Adventure, Comedy, Romance",22470
1354,A Letter to Three Wives,7.7,"Comedy, Drama, Romance",10230
1355,The Butterfly's Dream,7.7,"Biography, Drama, History",23125
1356,Guru,7.7,Drama,24422
1357,Machuca,7.7,"Biography, Drama, History",12407
1358,Between Family,7.7,Comedy,24888
1359,Mr. India,7.7,"Action, Comedy, Drama",16063
1360,Rory O'Shea Was Here,7.7,"Comedy, Drama",15661
1361,Brat 2,7.7,"Action, Crime, Drama",16237
1362,Shyam Singha Roy,7.7,"Drama, Romance",14258
1363,Character,7.7,"Crime, Drama, Mystery",11062
1364,Don,7.7,"Action, Crime, Thriller",12522
1365,"Ivan the Terrible, Part I",7.7,"Biography, Drama, History",10462
1366,Rock On!!,7.7,"Drama, Music",22545
1367,Geetha Govindam,7.7,"Comedy, Drama, Romance",14835
1368,Kolya,7.7,"Comedy, Drama, Music",15899
1369,Bheeshma Parvam,7.7,"Action, Crime, Drama",12360
1370,Mankatha,7.7,"Action, Crime, Thriller",15813
1371,Thou Gild'st the Even,7.7,"Drama, Fantasy, Romance",10246
1372,Somersault in a Coffin,7.7,Drama,10516
1373,Three Wishes for Cinderella,7.7,"Drama, Fantasy, Family",10659
1374,Oye Lucky! Lucky Oye!,7.7,"Action, Comedy, Crime",17863
1375,The Little Mermaid,7.6,"Animation, Adventure, Family",277874
1376,Harry Potter and the Sorcerer's Stone,7.6,"Adventure, Family, Fantasy",811433
1377,Once Upon a Time in Hollywood,7.6,"Comedy, Drama",780496
1378,The Fabelmans,7.6,Drama,92272
1379,American Psycho,7.6,"Crime, Drama, Horror",658653
1380,Guardians of the Galaxy Vol. 2,7.6,"Action, Adventure, Comedy",718880
1381,Dazed and Confused,7.6,Comedy,191271
1382,The Fifth Element,7.6,"Action, Adventure, Sci-Fi",486964
1383,Hell or High Water,7.6,"Crime, Drama, Thriller",239591
1384,Superbad,7.6,Comedy,601347
1385,Office Space,7.6,Comedy,276346
1386,300,7.6,"Action, Drama",837703
1387,Sicario,7.6,"Action, Crime, Drama",447263
1388,Moana,7.6,"Animation, Adventure, Comedy",352958
1389,Inside Man,7.6,"Crime, Drama, Mystery",384464
1390,Kick-Ass,7.6,"Action, Comedy, Crime",575928
1391,My Cousin Vinny,7.6,"Comedy, Crime",132667
1392,Fury,7.6,"Action, Drama, War",513715
1393,Deadpool 2,7.6,"Action, Adventure, Comedy",607101
1394,The Godfather Part III,7.6,"Crime, Drama",408442
1395,Love Actually,7.6,"Comedy, Drama, Romance",503757
1396,Harry Potter and the Half-Blood Prince,7.6,"Action, Adventure, Family",565544
1397,Baby Driver,7.6,"Action, Crime, Drama",568512
1398,Moneyball,7.6,"Biography, Drama, Sport",440845
1399,Watchmen,7.6,"Action, Drama, Mystery",563567
1400,RoboCop,7.6,"Action, Crime, Sci-Fi",268125
1401,Star Wars: Episode III - Revenge of the Sith,7.6,"Action, Adventure, Fantasy",813417
1402,True Grit,7.6,"Drama, Western",347629
1403,Creed,7.6,"Action, Drama, Sport",297884
1404,Traffic,7.6,"Crime, Drama, Thriller",213453
1405,The Butterfly Effect,7.6,"Drama, Sci-Fi, Thriller",502632
1406,A Star Is Born,7.6,"Drama, Music, Romance",398538
1407,The Peanut Butter Falcon,7.6,"Adventure, Comedy, Drama",95353
1408,Saw,7.6,"Horror, Mystery, Thriller",436130
1409,The Blind Side,7.6,"Biography, Drama, Sport",345252
1410,Train to Busan,7.6,"Action, Horror, Thriller",235550
1411,Eastern Promises,7.6,"Crime, Drama, Thriller",251155
1412,Searching,7.6,"Drama, Mystery, Thriller",172629
1413,Minority Report,7.6,"Action, Crime, Mystery",566054
1414,The Royal Tenenbaums,7.6,"Comedy, Drama",301844
1415,Kung Fu Panda,7.6,"Animation, Action, Adventure",490151
1416,Gifted,7.6,Drama,123162
1417,Incredibles 2,7.6,"Animation, Action, Adventure",310814
1418,The Fly,7.6,"Drama, Horror, Sci-Fi",191563
1419,Guillermo del Toro's Pinocchio,7.6,"Animation, Drama, Family",99799
1420,Mulan,7.6,"Animation, Adventure, Comedy",300150
1421,Zombieland,7.6,"Action, Comedy, Horror",596416
1422,The Birds,7.6,"Drama, Horror, Mystery",196465
1423,The Thin Red Line,7.6,"Drama, History, War",193149
1424,Moulin Rouge!,7.6,"Drama, Musical, Romance",291590
1425,The Skin I Live In,7.6,"Drama, Horror, Mystery",158703
1426,The Reader,7.6,"Drama, Romance",251927
1427,Falling Down,7.6,"Action, Crime, Drama",197312
1428,Stardust,7.6,"Adventure, Family, Fantasy",277675
1429,Rushmore,7.6,"Comedy, Drama, Romance",191036
1430,The Road Warrior,7.6,"Action, Adventure, Sci-Fi",186489
1431,The Mitchells vs the Machines,7.6,"Animation, Adventure, Comedy",116539
1432,Dark City,7.6,"Fantasy, Mystery, Sci-Fi",205245
1433,The Others,7.6,"Horror, Mystery, Thriller",377277
1434,Sherlock Holmes,7.6,"Action, Adventure, Mystery",649115
1435,Breakfast at Tiffany's,7.6,"Comedy, Drama, Romance",185794
1436,What We Do in the Shadows,7.6,"Comedy, Horror",190538
1437,Despicable Me,7.6,"Animation, Adventure, Comedy",562043
1438,Gone Baby Gone,7.6,"Crime, Drama, Mystery",280724
1439,Close Encounters of the Third Kind,7.6,"Drama, Sci-Fi",208742
1440,Lord of War,7.6,"Crime, Drama",326812
1441,Dawn of the Planet of the Apes,7.6,"Action, Adventure, Drama",452411
1442,The Raid: Redemption,7.6,"Action, Crime, Thriller",210553
1443,Lethal Weapon,7.6,"Action, Crime, Thriller",266780
1444,After Hours,7.6,"Comedy, Crime, Drama",74240
1445,Bridge of Spies,7.6,"Drama, History, Thriller",318828
1446,Rise of the Planet of the Apes,7.6,"Action, Drama, Sci-Fi",541089
1447,Romeo and Juliet,7.6,"Drama, Romance",33570
1448,Only the Brave,7.6,"Action, Biography, Drama",73283
1449,The Florida Project,7.6,Drama,120456
1450,End of Watch,7.6,"Action, Adventure, Crime",257165
1451,Enter the Dragon,7.6,"Action, Crime, Drama",108011
1452,The Jungle Book,7.6,"Animation, Adventure, Comedy",190490
1453,Snow White and the Seven Dwarfs,7.6,"Animation, Adventure, Family",206442
1454,Kelly's Heroes,7.6,"Adventure, Comedy, War",51741
1455,Lost Highway,7.6,"Mystery, Thriller",147532
1456,Fallen Angels,7.6,"Comedy, Crime, Drama",44790
1457,Ponyo,7.6,"Animation, Adventure, Comedy",151366
1458,Dark Waters,7.6,"Biography, Drama, History",93998
1459,Mysterious Skin,7.6,Drama,72832
1460,Just Mercy,7.6,"Biography, Crime, Drama",71834
1461,Giant,7.6,"Drama, Western",40721
1462,Die Hard with a Vengeance,7.6,"Action, Adventure, Thriller",396389
1463,Where Eagles Dare,7.6,"Action, Adventure, War",60649
1464,Battle Royale,7.6,"Action, Adventure, Drama",188597
1465,West Side Story,7.6,"Crime, Drama, Musical",117625
1466,Sabrina,7.6,"Comedy, Drama, Romance",67613
1467,Rebel Without a Cause,7.6,Drama,94215
1468,Dangerous Liaisons,7.6,"Drama, Romance",72764
1469,The Long Good Friday,7.6,"Crime, Drama, Mystery",23578
1470,Match Point,7.6,"Drama, Romance, Thriller",222675
1471,Drive My Car,7.6,Drama,57870
1472,Murmur of the Heart,7.6,"Comedy, Drama",10433
1473,Gettysburg,7.6,"Drama, History, War",30181
1474,The Naked Gun: From the Files of Police Squad!,7.6,"Comedy, Crime",176230
1475,I Am Sam,7.6,Drama,152556
1476,God's Own Country,7.6,Drama,33161
1477,The Last King of Scotland,7.6,"Biography, Drama, History",190941
1478,50/50,7.6,"Comedy, Drama, Romance",336339
1479,Jeremiah Johnson,7.6,"Adventure, Drama, Western",33227
1480,Freedom Writers,7.6,"Biography, Crime, Drama",82067
1481,The Secret World of Arrietty,7.6,"Animation, Adventure, Drama",97198
1482,Blood Simple,7.6,"Crime, Drama, Thriller",100265
1483,The Bridges of Madison County,7.6,"Drama, Romance",85131
1484,21 Grams,7.6,"Crime, Drama, Thriller",241328
1485,Three Colors: White,7.6,"Comedy, Drama, Romance",76537
1486,"Planes, Trains & Automobiles",7.6,"Comedy, Drama",150833
1487,From Here to Eternity,7.6,"Drama, Romance, War",48943
1488,Star Trek: First Contact,7.6,"Action, Adventure, Drama",128965
1489,Hotel Mumbai,7.6,"Action, Drama, History",67134
1490,Escape from Alcatraz,7.6,"Action, Biography, Crime",141970
1491,"Argentina, 1985",7.6,"Biography, Crime, Drama",26414
1492,Shane,7.6,"Drama, Western",42493
1493,Dead Man's Shoes,7.6,"Crime, Drama, Thriller",55785
1494,Seven Pounds,7.6,Drama,308803
1495,The Commitments,7.6,"Comedy, Drama, Music",37005
1496,The Swimmer,7.6,Drama,12694
1497,On Golden Pond,7.6,Drama,33186
1498,The Body,7.6,"Crime, Drama, Mystery",69214
1499,"To Sir, with Love",7.6,Drama,19359
1500,The Boy Who Harnessed the Wind,7.6,"Biography, Drama, History",41067
1501,Victor/Victoria,7.6,"Comedy, Music, Romance",22651
1502,25th Hour,7.6,Drama,181779
1503,Nashville,7.6,"Comedy, Drama, Music",27452
1504,Walkabout,7.6,"Adventure, Drama",26440
1505,Barton Fink,7.6,"Comedy, Drama, Thriller",125490
1506,United 93,7.6,"Action, Drama, History",108479
1507,The Hurricane,7.6,"Biography, Drama, Sport",99706
1508,Better Days,7.6,"Crime, Drama, Romance",11294
1509,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",7.6,Drama,12178
1510,Weekend,7.6,"Drama, Romance",31427
1511,Mister Roberts,7.6,"Comedy, Drama, War",17676
1512,3:10 to Yuma,7.6,"Drama, Thriller, Western",20854
1513,Mr. Church,7.6,"Comedy, Drama",29847
1514,The Wave,7.6,"Drama, Thriller",112017
1515,Watership Down,7.6,"Animation, Adventure, Drama",38013
1516,The Taking of Pelham One Two Three,7.6,"Action, Crime, Thriller",33006
1517,The Muppet Movie,7.6,"Adventure, Comedy, Family",37623
1518,Victoria,7.6,"Crime, Drama, Romance",60794
1519,A Little Princess,7.6,"Drama, Family, Fantasy",35658
1520,Control,7.6,"Biography, Drama, Music",67033
1521,Volver,7.6,"Comedy, Drama",104752
1522,The Shootist,7.6,"Drama, Romance, Western",25766
1523,The Two Popes,7.6,"Biography, Comedy, Drama",128356
1524,Eyes Without a Face,7.6,"Drama, Horror",33323
1525,Seconds,7.6,"Sci-Fi, Thriller",20963
1526,Gilda,7.6,"Drama, Film-Noir, Romance",33615
1527,The Kite Runner,7.6,Drama,81337
1528,The Bitter Tears of Petra von Kant,7.6,"Drama, Romance",10449
1529,Vampire Hunter D: Bloodlust,7.6,"Animation, Action, Drama",33551
1530,"Duck, You Sucker!",7.6,"Drama, War, Western",36030
1531,Leviathan,7.6,"Crime, Drama",55234
1532,Chup,7.6,"Crime, Drama, Mystery",23310
1533,Scum,7.6,"Crime, Drama",12399
1534,Repulsion,7.6,"Drama, Horror, Thriller",55043
1535,"Oslo, August 31st",7.6,Drama,27473
