ID,Movie Name,Rating,Genre,Votes
5827,The Blair Witch Project,6.5,"Horror, Mystery",271344
5828,Double Jeopardy,6.5,"Crime, Drama, Mystery",90796
5829,Armageddon Time,6.5,Drama,12010
5830,Home,6.5,"Animation, Adventure, Comedy",107083
5831,Marie Antoinette,6.5,"Biography, Drama, History",115669
5832,Space Jam,6.5,"Animation, Adventure, Comedy",204729
5833,The Endless,6.5,"Drama, Fantasy, Horror",46027
5834,Friends with Benefits,6.5,"Comedy, Romance",380478
5835,Sin City: A Dame to Kill For,6.5,"Action, Crime, Thriller",166110
5836,Oculus,6.5,"Horror, Mystery, Thriller",133927
5837,Sister Act,6.5,"Comedy, Family, Music",103635
5838,My Policeman,6.5,"Drama, Romance",18696
5839,The Chronicles of Narnia: Prince Caspian,6.5,"Action, Adventure, Family",217402
5840,The Hangover Part II,6.5,Comedy,515049
5841,The Sisterhood of the Traveling Pants,6.5,"Comedy, Drama, Romance",62955
5842,Bad Boys for Life,6.5,"Action, Comedy, Crime",167237
5843,Rambo: First Blood Part II,6.5,"Action, Adventure, Thriller",175557
5844,Ocean's Twelve,6.5,"Crime, Thriller",401159
5845,Zack and Miri Make a Porno,6.5,"Comedy, Romance",180081
5846,The Howling,6.5,Horror,38157
5847,Fire in the Sky,6.5,"Biography, Drama, Fantasy",26502
5848,Annabelle: Creation,6.5,"Horror, Mystery, Thriller",141503
5849,Air Force One,6.5,"Action, Drama, Thriller",202898
5850,Possessor,6.5,"Horror, Mystery, Sci-Fi",41015
5851,Tomorrow Never Dies,6.5,"Action, Adventure, Thriller",199492
5852,Octopussy,6.5,"Action, Adventure, Thriller",109386
5853,A Rainy Day in New York,6.5,"Comedy, Romance",47219
5854,Crimson Peak,6.5,"Drama, Horror, Mystery",153036
5855,No Sudden Move,6.5,"Crime, Drama, Mystery",37950
5856,Three Amigos!,6.5,"Comedy, Western",79438
5857,I Want You Back,6.5,"Comedy, Romance",21594
5858,Loving Adults,6.5,"Crime, Drama, Thriller",11526
5859,The Rocketeer,6.5,"Action, Adventure, Family",59814
5860,The Interview,6.5,"Action, Adventure, Comedy",341914
5861,The Secret: Dare to Dream,6.5,"Drama, Romance",15690
5862,Swordfish,6.5,"Action, Crime, Thriller",191909
5863,Beverly Hills Cop II,6.5,"Action, Comedy, Crime",124718
5864,Bad Trip,6.5,Comedy,26219
5865,Cruising,6.5,"Crime, Drama, Mystery",25803
5866,Just One of the Guys,6.5,"Comedy, Romance",16784
5867,Stealing Beauty,6.5,"Drama, Mystery, Romance",29421
5868,Halloween,6.5,"Crime, Horror, Thriller",160723
5869,The Quick and the Dead,6.5,"Action, Romance, Thriller",98595
5870,Pet Sematary,6.5,"Fantasy, Horror, Thriller",109157
5871,The Final Girls,6.5,"Comedy, Fantasy, Horror",48852
5872,Diamonds Are Forever,6.5,"Action, Adventure, Thriller",110241
5873,Ammonite,6.5,"Biography, Drama, History",20431
5874,Entourage,6.5,"Comedy, Drama",81609
5875,Last Holiday,6.5,"Comedy, Drama, Romance",34325
5876,Four Good Days,6.5,Drama,10017
5877,The Missing,6.5,"Adventure, Drama, Thriller",37258
5878,Never Back Down,6.5,"Action, Drama, Sport",103995
5879,Red Eye,6.5,Thriller,128039
5880,Secret Window,6.5,"Drama, Mystery, Thriller",202683
5881,Take This Waltz,6.5,"Comedy, Drama",29617
5882,Step Up,6.5,"Crime, Drama, Music",122583
5883,Deadstream,6.5,"Comedy, Horror",12901
5884,Get Smart,6.5,"Action, Adventure, Comedy",222886
5885,FernGully: The Last Rainforest,6.5,"Animation, Adventure, Family",32132
5886,BASEketball,6.5,"Comedy, Sport",64186
5887,Arachnophobia,6.5,"Comedy, Horror, Thriller",72626
5888,Set It Up,6.5,"Comedy, Romance",58360
5889,Due Date,6.5,"Comedy, Drama",350625
5890,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.5,"Comedy, Crime",58748
5891,Society,6.5,"Comedy, Horror",20530
5892,Out of Time,6.5,"Crime, Drama, Mystery",63090
5893,Dangerous Minds,6.5,"Biography, Drama",54997
5894,The Crazies,6.5,"Horror, Thriller",125271
5895,Johnny Dangerously,6.5,"Comedy, Crime",15756
5896,Dumplin',6.5,"Comedy, Drama",35820
5897,The Forbidden Kingdom,6.5,"Action, Adventure, Fantasy",107671
5898,Executive Decision,6.5,"Action, Adventure, Thriller",59721
5899,The Spiderwick Chronicles,6.5,"Action, Adventure, Drama",99310
5900,Brewster's Millions,6.5,Comedy,41243
5901,"Roman J. Israel, Esq.",6.5,"Crime, Drama, Thriller",40605
5902,Ocean's Eleven,6.5,"Comedy, Crime, Music",24175
5903,Young Guns II,6.5,"Action, Drama, Western",37704
5904,Ice Age: Continental Drift,6.5,"Animation, Adventure, Comedy",216374
5905,National Treasure: Book of Secrets,6.5,"Action, Adventure, Mystery",245627
5906,His House,6.5,"Drama, Horror, Thriller",45078
5907,Mowgli: Legend of the Jungle,6.5,"Adventure, Drama, Fantasy",63967
5908,3096 Tage,6.5,"Biography, Crime, Drama",15319
5909,I Still Believe,6.5,"Biography, Drama, Music",12786
5910,Awake,6.5,"Crime, Drama, Mystery",77514
5911,Safe,6.5,"Action, Crime, Thriller",113665
5912,A Little Chaos,6.5,"Drama, Romance",24488
5913,The River Wild,6.5,"Adventure, Crime, Thriller",48171
5914,Antz,6.5,"Animation, Adventure, Comedy",159682
5915,Zola,6.5,"Comedy, Crime, Drama",15963
5916,Mona Lisa Smile,6.5,Drama,86149
5917,The Skeleton Key,6.5,"Drama, Horror, Mystery",118964
5918,Better Watch Out,6.5,"Comedy, Horror, Thriller",42117
5919,Nightbreed,6.5,"Action, Fantasy, Horror",24850
5920,Fire and Ice,6.5,"Animation, Adventure, Fantasy",11700
5921,2 Days in the Valley,6.5,"Comedy, Crime, Thriller",21077
5922,Sleeping with Other People,6.5,"Comedy, Drama, Romance",45484
5923,J. Edgar,6.5,"Biography, Drama, Romance",131093
5924,Self/less,6.5,"Action, Mystery, Sci-Fi",101686
5925,Letters to Juliet,6.5,"Adventure, Comedy, Drama",103577
5926,A Walk Among the Tombstones,6.5,"Action, Crime, Drama",124501
5927,The Medium,6.5,Horror,10355
5928,The Clovehitch Killer,6.5,"Crime, Drama, Mystery",31218
5929,Hollywoodland,6.5,"Biography, Crime, Drama",35233
5930,It's Complicated,6.5,"Comedy, Drama, Romance",95438
5931,Being the Ricardos,6.5,"Biography, Drama",43127
5932,The Exorcist III,6.5,"Drama, Horror, Mystery",34518
5933,A Perfect Getaway,6.5,"Drama, Mystery, Thriller",74714
5934,Swallow,6.5,"Drama, Thriller",25747
5935,The Witches of Eastwick,6.5,"Comedy, Fantasy, Horror",73546
5936,Pulse,6.5,"Horror, Mystery, Sci-Fi",23161
5937,Internal Affairs,6.5,"Crime, Drama, Thriller",21563
5938,Black Bear,6.5,"Comedy, Drama",14485
5939,Night Shift,6.5,Comedy,16989
5940,The Runaways,6.5,"Biography, Drama, Music",50118
5941,Halloween II,6.5,Horror,96000
5942,Hoodwinked,6.5,"Animation, Adventure, Comedy",63980
5943,Terrified,6.5,Horror,17696
5944,Flatliners,6.5,"Drama, Horror, Sci-Fi",90142
5945,Elvira: Mistress of the Dark,6.5,"Comedy, Horror",19447
5946,Bridget Jones's Baby,6.5,"Comedy, Drama, Romance",78407
5947,Space Cowboys,6.5,"Action, Adventure, Thriller",83816
5948,Underworld: Rise of the Lycans,6.5,"Action, Fantasy, Thriller",164020
5949,The Program,6.5,"Biography, Drama, Sport",18368
5950,Life as We Know It,6.5,"Comedy, Drama, Romance",135601
5951,Against the Ice,6.5,"Adventure, Drama, History",25772
5952,Only You,6.5,"Comedy, Romance",24154
5953,Mousehunt,6.5,Comedy,58510
5954,Higher Learning,6.5,"Crime, Drama, Thriller",20835
5955,Oxygen,6.5,"Drama, Fantasy, Sci-Fi",41572
5956,Fanboys,6.5,"Adventure, Comedy, Crime",59926
5957,Bean,6.5,"Adventure, Comedy, Family",108114
5958,Barefoot,6.5,"Comedy, Drama, Romance",26244
5959,Last Christmas,6.5,"Comedy, Drama, Fantasy",83933
5960,Da 5 Bloods,6.5,"Adventure, Drama, War",53480
5961,The International,6.5,"Action, Crime, Drama",97504
5962,Oscar,6.5,"Comedy, Crime",33152
5963,Naked Gun 33 1/3: The Final Insult,6.5,"Comedy, Crime",107851
5964,Dead End,6.5,"Adventure, Horror, Mystery",30415
5965,The Program,6.5,"Action, Drama, Romance",11081
5966,The Duke of Burgundy,6.5,"Drama, Romance",13785
5967,City of Lies,6.5,"Biography, Crime, Drama",17006
5968,House Party,6.5,"Comedy, Music, Romance",16029
5969,"Where'd You Go, Bernadette",6.5,"Comedy, Drama",23453
5970,Riding in Cars with Boys,6.5,"Biography, Comedy, Drama",29858
5971,Casanova,6.5,"Adventure, Comedy, Drama",55456
5972,Think Like a Man,6.5,"Comedy, Romance",48960
5973,Hounds of Love,6.5,"Crime, Drama, Horror",12846
5974,Byzantium,6.5,"Drama, Fantasy, Horror",44831
5975,Time Lapse,6.5,"Horror, Mystery, Sci-Fi",47416
5976,The Missouri Breaks,6.5,"Drama, Western",11355
5977,Cellular,6.5,"Action, Crime, Thriller",103212
5978,Class of 1984,6.5,"Action, Crime, Drama",12630
5979,Money Monster,6.5,"Crime, Drama, Mystery",102418
5980,The Current War: Director's Cut,6.5,"Biography, Drama, History",29127
5981,Bowfinger,6.5,Comedy,72242
5982,The Santa Clause,6.5,"Comedy, Drama, Family",125097
5983,Bad Taste,6.5,"Comedy, Horror, Sci-Fi",48108
5984,Music and Lyrics,6.5,"Comedy, Music, Romance",105232
5985,The Four Feathers,6.5,"Action, Adventure, Drama",34873
5986,Paper Man,6.5,"Comedy, Drama",19724
5987,The Love Bug,6.5,"Comedy, Family, Sport",16787
5988,Inferno,6.5,Horror,22786
5989,The Informant!,6.5,"Biography, Comedy, Crime",66221
5990,Jackass Presents: Bad Grandpa,6.5,Comedy,96808
5991,Wonderland,6.5,"Crime, Drama, Mystery",22802
5992,Harold & Kumar Escape from Guantanamo Bay,6.5,"Adventure, Comedy",139698
5993,Curious George,6.5,"Animation, Adventure, Comedy",17386
5994,Ramona and Beezus,6.5,"Comedy, Drama, Family",19484
5995,Batman: The Movie,6.5,"Action, Adventure, Comedy",34572
5996,Blindness,6.5,"Drama, Mystery, Thriller",74059
5997,Last Night,6.5,"Drama, Romance",49798
5998,Bandits,6.5,"Comedy, Crime, Drama",69631
5999,One Fine Day,6.5,"Comedy, Drama, Romance",47507
6000,Boys on the Side,6.5,"Comedy, Drama",13643
6001,In Her Shoes,6.5,"Comedy, Drama, Romance",63804
6002,The Notorious Bettie Page,6.5,"Biography, Drama",11326
6003,Malice,6.5,"Crime, Mystery, Thriller",26309
6004,Pontypool,6.5,"Horror, Sci-Fi",33733
6005,The Freshman,6.5,"Comedy, Crime",21323
6006,Ladder 49,6.5,"Action, Drama, Thriller",58637
6007,Morning Glory,6.5,"Comedy, Drama, Romance",80719
6008,Satan's Slaves,6.5,"Drama, Horror, Mystery",10184
6009,Premium Rush,6.5,"Action, Crime, Thriller",116335
6010,PCU,6.5,Comedy,14055
6011,Foxy Brown,6.5,"Action, Crime, Thriller",11116
6012,Horror Express,6.5,"Adventure, Horror, Sci-Fi",11835
6013,Hostage,6.5,"Action, Crime, Drama",112230
6014,Genius,6.5,"Biography, Drama",20569
6015,When a Man Loves a Woman,6.5,"Drama, Romance",22927
6016,Hereafter,6.5,"Drama, Fantasy, Romance",94121
6017,The Cotton Club,6.5,"Crime, Drama, Music",18804
6018,Margaret,6.5,Drama,17875
6019,Nell,6.5,Drama,30029
6020,The Greatest Story Ever Told,6.5,"Biography, Drama, History",11133
6021,Dead & Buried,6.5,"Horror, Mystery",13961
6022,Heist,6.5,"Action, Crime, Drama",38150
6023,An American Tail: Fievel Goes West,6.5,"Animation, Adventure, Family",27312
6024,The Bookshop,6.5,Drama,16428
6025,The Grandmaster,6.5,"Action, Biography, Drama",35576
6026,Beirut,6.5,"Action, Crime, Drama",23568
6027,Dutch,6.5,"Comedy, Drama",13365
6028,Ophelia,6.5,"Drama, Romance, Thriller",12269
6029,"Alice, Sweet Alice",6.5,"Crime, Drama, Horror",12233
6030,Space Sweepers,6.5,"Action, Adventure, Drama",27179
6031,Late Night,6.5,"Comedy, Drama",39418
6032,Upstream Color,6.5,"Drama, Sci-Fi",34293
6033,Jagged Edge,6.5,"Drama, Mystery, Thriller",16037
6034,Brain Damage,6.5,"Comedy, Drama, Horror",12426
6035,Imperium,6.5,"Biography, Crime, Drama",48000
6036,The Big Easy,6.5,"Comedy, Crime, Drama",13354
6037,Total Eclipse,6.5,"Biography, Drama, Romance",16243
6038,The Party,6.5,"Comedy, Drama",19700
6039,The Dream Team,6.5,"Comedy, Crime, Thriller",15892
6040,Dracula,6.5,"Drama, Horror, Romance",10544
6041,The Double,6.5,"Comedy, Drama, Mystery",51786
6042,Flyboys,6.5,"Action, Drama, History",43593
6043,The Second Best Exotic Marigold Hotel,6.5,"Comedy, Drama, Romance",34833
6044,My Fellow Americans,6.5,"Adventure, Comedy",15617
6045,Darlings,6.5,"Comedy, Drama, Thriller",19709
6046,The Ballad of Jack and Rose,6.5,Drama,11920
6047,Atrangi Re,6.5,"Comedy, Drama, Fantasy",27123
6048,Robin and Marian,6.5,"Adventure, Drama, Romance",13409
6049,Magic in the Moonlight,6.5,"Comedy, Drama, Romance",69330
6050,[Rec]²,6.5,"Horror, Thriller",75854
6051,A Family Man,6.5,Drama,12885
6052,The Pillow Book,6.5,Drama,13352
6053,Meek's Cutoff,6.5,"Adventure, Drama, Thriller",14625
6054,Running Scared,6.5,"Action, Comedy, Crime",14012
6055,The Birth of a Nation,6.5,"Biography, Drama, History",21490
6056,Spontaneous,6.5,"Comedy, Drama, Horror",16259
6057,A Bay of Blood,6.5,"Horror, Mystery, Thriller",11793
6058,Malang,6.5,"Action, Crime, Drama",11344
6059,Changing Lanes,6.5,"Drama, Thriller",73160
6060,Facing the Giants,6.5,"Drama, Fantasy, Sport",17605
6061,Escobar: Paradise Lost,6.5,"Crime, Drama, History",22871
6062,The Inglorious Bastards,6.5,"Action, Adventure, War",10055
6063,Recess: School's Out,6.5,"Animation, Adventure, Comedy",11207
6064,Paulie,6.5,"Adventure, Comedy, Drama",15788
6065,Spartan,6.5,"Action, Crime, Drama",32531
6066,White Hunter Black Heart,6.5,"Adventure, Drama",12838
6067,It Came from Outer Space,6.5,"Horror, Sci-Fi",10329
6068,The Art of Getting By,6.5,"Drama, Romance",59956
6069,The Powerpuff Girls Movie,6.5,"Animation, Action, Adventure",10568
6070,War,6.5,"Action, Adventure, Thriller",29569
6071,Geronimo: An American Legend,6.5,"Drama, History, Western",12636
6072,Run Fatboy Run,6.5,"Comedy, Romance, Sport",69159
6073,The Hero,6.5,"Drama, Romance, Western",10096
6074,Brad's Status,6.5,"Comedy, Drama, Music",18545
6075,Shattered,6.5,"Crime, Drama, Mystery",10743
6076,Falling in Love,6.5,"Drama, Romance",14735
6077,In Good Company,6.5,"Comedy, Drama, Romance",55901
6078,A Royal Night Out,6.5,"Comedy, Drama, Romance",10728
6079,Sightseers,6.5,"Adventure, Comedy, Crime",29544
6080,Stretch,6.5,"Comedy, Crime",31581
6081,Big Miracle,6.5,"Biography, Drama, Family",20138
6082,Blood Ties,6.5,"Action, Crime, Drama",20634
6083,The Ledge,6.5,"Drama, Romance, Thriller",20006
6084,Dhoom 2,6.5,"Action, Crime, Thriller",28324
6085,Dobermann,6.5,"Action, Crime, Thriller",18326
6086,Suicide Club,6.5,"Crime, Drama, Horror",21328
6087,A Good Woman,6.5,"Drama, Comedy, Romance",13757
6088,Taxi 2,6.5,"Action, Comedy, Crime",57424
6089,Subway,6.5,Thriller,15770
6090,Friendship,6.5,"Comedy, Drama, Romance",15643
6091,Emperor,6.5,"Drama, History, War",14499
6092,Instinct,6.5,"Drama, Thriller",33784
6093,Where the Buffalo Roam,6.5,"Biography, Comedy",12268
6094,Enter Nowhere,6.5,"Mystery, Sci-Fi, Thriller",11944
6095,Visitor Q,6.5,"Comedy, Drama, Horror",16628
6096,Time of the Wolf,6.5,Drama,11135
6097,Thumbsucker,6.5,"Comedy, Drama",21678
6098,Hollywood Ending,6.5,"Comedy, Romance",27561
6099,Head in the Clouds,6.5,"Drama, Romance, War",15546
6100,The Villain,6.5,"Action, Crime, Drama",21622
6101,The Fourth Protocol,6.5,Thriller,10485
6102,Breaking and Entering,6.5,"Crime, Drama, Romance",22860
6103,Jakob the Liar,6.5,"Drama, War",17649
6104,"Jeff, Who Lives at Home",6.5,"Comedy, Drama",64781
6105,10 Items or Less,6.5,"Comedy, Drama",15795
6106,The Paradine Case,6.5,"Crime, Drama, Romance",11893
6107,Home for the Holidays,6.5,"Comedy, Drama, Romance",13857
6108,The Raven,6.5,"Comedy, Fantasy, Horror",12671
6109,Love Is All You Need,6.5,"Comedy, Drama, Romance",14553
6110,The Last Circus,6.5,"Adventure, Comedy, Drama",14866
6111,Hero,6.5,"Comedy, Drama, Romance",23043
6112,Blackthorn,6.5,"Action, Adventure, Drama",10138
6113,District 13: Ultimatum,6.5,"Action, Crime, Thriller",45507
6114,Anek,6.5,"Action, Drama, Sport",22214
6115,Forget Paris,6.5,"Comedy, Romance",12757
6116,Moscow on the Hudson,6.5,"Comedy, Drama, Romance",12507
6117,Kika,6.5,Comedy,14510
6118,Mood Indigo,6.5,"Comedy, Drama, Fantasy",16355
6119,The Good Thief,6.5,"Action, Crime, Drama",10717
6120,Stuck,6.5,"Comedy, Crime, Drama",10060
6121,December Boys,6.5,"Drama, Romance",12265
6122,The Unknown Girl,6.5,"Crime, Drama, Mystery",10061
6123,Timer,6.5,"Comedy, Drama, Romance",13196
6124,Bulbbul,6.5,"Drama, Horror, Mystery",13059
6125,Spanish Affair,6.5,"Comedy, Romance",17924
6126,The Deep End,6.5,"Crime, Drama, Mystery",11826
6127,Jingle Jangle: A Christmas Journey,6.5,"Family, Fantasy, Musical",19652
6128,Battle for Terra,6.5,"Animation, Action, Adventure",12016
6129,Triage,6.5,"Drama, Mystery, War",10486
6130,Scenic Route,6.5,"Drama, Thriller",11146
6131,Chalte Chalte,6.5,"Drama, Romance",15990
6132,Rabbit Without Ears,6.5,"Comedy, Romance",18316
6133,Terri,6.5,"Comedy, Drama",10163
6134,September,6.5,Drama,10132
6135,Dear Wendy,6.5,"Comedy, Crime, Drama",10331
6136,Kolpaçino,6.5,Comedy,13111
6137,Mission Mangal,6.5,"Drama, History",16790
6138,Dragon Hunters,6.5,"Animation, Action, Adventure",13074
6139,Brothers,6.5,"Action, Drama, Sport",13471
6140,Conquest 1453,6.5,"Action, Drama, History",58617
6141,Etharkkum Thunindhavan,6.5,"Action, Crime, Drama",13138
6142,Heist School,6.5,"Comedy, Drama",10165
6143,Mangal Pandey,6.5,"Biography, Drama, History",10306
6144,Incir Reçeli,6.5,"Drama, Romance",13730
6145,7 Aum Arivu,6.5,"Action, Sci-Fi, Thriller",12817
6146,Vizontele Tuuba,6.5,"Comedy, Drama",16100
6147,Renfield,6.4,"Comedy, Fantasy, Horror",47417
6148,Fall,6.4,Thriller,84775
6149,M3GAN,6.4,"Horror, Sci-Fi, Thriller",106564
6150,The Expendables,6.4,"Action, Adventure, Thriller",353757
6151,Pleasure,6.4,Drama,19701
6152,The Lorax,6.4,"Animation, Adventure, Comedy",121599
6153,Valerian and the City of a Thousand Planets,6.4,"Action, Adventure, Fantasy",189121
6154,The Eiger Sanction,6.4,"Action, Crime, Thriller",21015
6155,Luther: The Fallen Sun,6.4,"Crime, Drama, Mystery",52834
6156,Alien: Covenant,6.4,"Horror, Sci-Fi, Thriller",290452
6157,Bros,6.4,"Comedy, Romance",30446
6158,The Day After Tomorrow,6.4,"Action, Adventure, Sci-Fi",460699
6159,Last Action Hero,6.4,"Action, Adventure, Comedy",157734
6160,Just Go with It,6.4,"Comedy, Romance",253812
6161,Alice in Wonderland,6.4,"Adventure, Family, Fantasy",426154
6162,The Dictator,6.4,Comedy,319373
6163,Mars Attacks!,6.4,"Comedy, Sci-Fi",234985
6164,Escape Room,6.4,"Action, Adventure, Horror",131854
6165,Legally Blonde,6.4,"Comedy, Romance",230210
6166,Friday the 13th,6.4,"Horror, Mystery, Thriller",146663
6167,Salt,6.4,"Action, Thriller",321994
6168,Batman v Superman: Dawn of Justice,6.4,"Action, Adventure, Sci-Fi",713290
6169,The Princess Diaries,6.4,"Comedy, Family, Romance",154184
6170,Greenland,6.4,"Action, Thriller",124258
6171,Luck,6.4,"Animation, Adventure, Comedy",23793
6172,Pitch Perfect 2,6.4,"Comedy, Music",163737
6173,Lucy,6.4,"Action, Sci-Fi, Thriller",512972
6174,Angel Has Fallen,6.4,"Action, Thriller",103477
6175,What Women Want,6.4,"Comedy, Fantasy, Romance",214285
6176,Click,6.4,"Comedy, Drama, Fantasy",342684
6177,The Mummy Returns,6.4,"Action, Adventure, Fantasy",335502
6178,Pain & Gain,6.4,"Action, Comedy, Crime",222976
6179,How to Lose a Guy in 10 Days,6.4,"Comedy, Romance",251964
6180,Night at the Museum,6.4,"Adventure, Comedy, Family",361342
6181,The Vault,6.4,"Action, Adventure, Thriller",28239
6182,The Craft,6.4,"Drama, Fantasy, Horror",99978
6183,Godzilla,6.4,"Action, Adventure, Sci-Fi",423646
6184,Army of Thieves,6.4,"Action, Comedy, Crime",82475
6185,Robots,6.4,"Animation, Adventure, Comedy",154589
6186,The Hills Have Eyes,6.4,"Horror, Thriller",177026
6187,Trolls,6.4,"Animation, Adventure, Comedy",86175
6188,Crash,6.4,Drama,63533
6189,Hell House LLC,6.4,"Horror, Mystery",18540
6190,The Sum of All Fears,6.4,"Action, Drama, Thriller",120593
6191,Riddick,6.4,"Action, Adventure, Sci-Fi",173089
6192,Luckiest Girl Alive,6.4,"Drama, Mystery, Thriller",51448
6193,Tomorrowland,6.4,"Action, Adventure, Family",186577
6194,The Giver,6.4,"Drama, Romance, Sci-Fi",122249
6195,Alien³,6.4,"Action, Horror, Sci-Fi",308191
6196,The Man with Two Brains,6.4,"Comedy, Romance, Sci-Fi",27098
6197,Along Came a Spider,6.4,"Drama, Thriller",92148
6198,The Money Pit,6.4,Comedy,59420
6199,Now You See Me 2,6.4,"Action, Adventure, Comedy",304012
6200,"Honey, I Shrunk the Kids",6.4,"Adventure, Comedy, Family",160475
6201,The Sadness,6.4,Horror,15370
6202,Fractured,6.4,Thriller,83302
6203,Hot Tub Time Machine,6.4,"Comedy, Sci-Fi",180305
6204,The Longest Yard,6.4,"Comedy, Crime, Sport",186945
6205,Need for Speed,6.4,"Action, Adventure, Crime",174506
6206,The Punisher,6.4,"Action, Crime, Drama",164991
6207,Big Daddy,6.4,"Comedy, Drama",225632
6208,Valley Girl,6.4,"Comedy, Romance",16942
6209,A Cure for Wellness,6.4,"Drama, Fantasy, Horror",104298
6210,Burlesque,6.4,"Drama, Music, Musical",89628
6211,American Pie 2,6.4,Comedy,262806
6212,She's Out of My League,6.4,"Comedy, Romance",140348
6213,The Three Musketeers,6.4,"Action, Adventure, Romance",57032
6214,Predators,6.4,"Action, Adventure, Fantasy",237302
6215,17 Again,6.4,"Comedy, Drama, Fantasy",208165
6216,The Cell,6.4,"Crime, Horror, Sci-Fi",105733
6217,Lord of the Flies,6.4,"Adventure, Drama, Thriller",32076
6218,In & Out,6.4,"Comedy, Romance",42952
6219,Savages,6.4,"Action, Crime, Drama",132393
6220,Death Race,6.4,"Action, Sci-Fi, Thriller",213949
6221,Hancock,6.4,"Action, Comedy, Drama",495847
6222,The DUFF,6.4,"Comedy, Romance",98144
6223,Minions,6.4,"Animation, Adventure, Comedy",247625
6224,He's Just Not That Into You,6.4,"Comedy, Drama, Romance",177859
6225,Revenge,6.4,"Action, Drama, Horror",45824
6226,Monsters vs. Aliens,6.4,"Animation, Action, Adventure",169354
6227,Solace,6.4,"Crime, Drama, Mystery",65981
6228,The Game Plan,6.4,"Comedy, Family, Sport",97980
6229,Colombiana,6.4,"Action, Drama, Thriller",104227
6230,The Goldfinch,6.4,Drama,25162
6231,The Angry Birds Movie 2,6.4,"Animation, Action, Adventure",32261
6232,National Lampoon's Van Wilder,6.4,"Comedy, Romance",112578
6233,The World Is Not Enough,6.4,"Action, Adventure, Thriller",205100
6234,Star Trek: The Motion Picture,6.4,"Adventure, Mystery, Sci-Fi",93413
6235,Darkman,6.4,"Action, Sci-Fi, Thriller",67288
6236,Fright Night,6.4,"Comedy, Horror",109825
6237,Act of Valor,6.4,"Action, Adventure, Thriller",70425
6238,Monsters,6.4,"Adventure, Drama, Romance",94717
6239,Happy Feet,6.4,"Animation, Adventure, Comedy",192992
6240,Twilight Zone: The Movie,6.4,"Horror, Sci-Fi",39519
6241,The Lucky One,6.4,"Drama, Mystery, Romance",111197
6242,Leap Year,6.4,"Comedy, Romance",107887
6243,Dinosaur,6.4,"Animation, Adventure, Drama",64099
6244,City of Ember,6.4,"Adventure, Drama, Family",68014
6245,Weekend at Bernie's,6.4,"Adventure, Comedy, Crime",59871
6246,Turbo,6.4,"Animation, Adventure, Comedy",103972
6247,White Bird in a Blizzard,6.4,"Drama, Mystery, Thriller",29337
6248,Incident in a Ghostland,6.4,"Drama, Horror, Mystery",35957
6249,The Hot Spot,6.4,"Crime, Drama, Romance",12744
6250,Shortbus,6.4,"Comedy, Drama, Romance",34555
6251,Rat Race,6.4,"Action, Adventure, Comedy",119563
6252,Single White Female,6.4,"Drama, Thriller",39855
6253,The Lone Ranger,6.4,"Action, Adventure, Western",239496
6254,The Ugly Truth,6.4,"Comedy, Romance",224521
6255,DragonHeart,6.4,"Action, Adventure, Fantasy",99676
6256,The General's Daughter,6.4,"Crime, Drama, Mystery",61791
6257,The First Wives Club,6.4,Comedy,51603
6258,Urban Cowboy,6.4,"Drama, Romance, Western",15889
6259,Chained,6.4,"Crime, Drama, Horror",18735
6260,Kickboxer,6.4,"Action, Sport, Thriller",58116
6261,The Swan Princess,6.4,"Animation, Adventure, Comedy",26063
6262,Hot Summer Nights,6.4,"Crime, Drama, Romance",21105
6263,Tango & Cash,6.4,"Action, Comedy, Crime",109717
6264,The Purge: Anarchy,6.4,"Action, Horror, Sci-Fi",156978
6265,Gonjiam: Haunted Asylum,6.4,Horror,12043
6266,Gremlins 2: The New Batch,6.4,"Comedy, Fantasy, Horror",108185
6267,Black Death,6.4,"Action, Drama, History",49744
6268,The People Under the Stairs,6.4,"Comedy, Horror, Mystery",37304
6269,Accepted,6.4,Comedy,136192
6270,Hidden,6.4,"Horror, Sci-Fi, Thriller",23424
6271,Let's Be Cops,6.4,"Action, Comedy, Crime",137269
6272,Hardball,6.4,"Comedy, Drama, Sport",32475
6273,So I Married an Axe Murderer,6.4,"Comedy, Romance",41009
6274,Ace Ventura: When Nature Calls,6.4,"Adventure, Comedy, Crime",225293
6275,Inventing the Abbotts,6.4,"Drama, Romance",13481
6276,Fat Girl,6.4,Drama,12334
6277,Horns,6.4,"Comedy, Crime, Drama",85762
6278,High Crimes,6.4,"Crime, Drama, Mystery",45831
6279,The Taking of Pelham 123,6.4,"Action, Crime, Thriller",202489
6280,The Good Son,6.4,"Drama, Thriller",43457
6281,The Number 23,6.4,"Crime, Mystery, Thriller",207467
6282,Star Trek: Nemesis,6.4,"Action, Adventure, Sci-Fi",81780
6283,The Mountain Between Us,6.4,"Drama, Thriller",78154
6284,The Secret Life of Pets 2,6.4,"Animation, Adventure, Comedy",65416
6285,Less Than Zero,6.4,"Crime, Drama",21172
6286,Spanglish,6.4,"Comedy, Drama, Romance",86545
6287,Lock Up,6.4,"Action, Crime, Drama",44779
6288,A Dangerous Method,6.4,"Biography, Drama, Romance",106093
6289,Peggy Sue Got Married,6.4,"Comedy, Drama, Fantasy",39186
